Vegetables_(song)	0
15	1
1902	2
69	3
3051	4
1482	5
1575	6
3483	7
3396	8
Cobb_salad	9
810	10
1092	11
Fusion_cuisine	12
2040	13
129	14
198	15
3159	16
2508	17
Fish_sauce	18
Dumpling	19
1329	20
2112	21
171	22
1455	23
2262	24
900	25
441	26
3561	27
1215	28
In_and_of_the_Self	29
972	30
1689	31
1053	32
2649	33
930	34
1536	35
Quality_(philosophy)	36
1542	37
1143	38
309	39
1905	40
1686	41
Disgust	42
Laconic_phrase	43
2946	44
2526	45
2337	46
Reuben_sandwich	47
Tea	48
2115	49
2835	50
1800	51
Lobster	52
210	53
543	54
Deep_frying	55
Problem_solving	56
Mussel	57
2289	58
468	59
2790	60
Foie_gras	61
Tiramisu	62
1755	63
1011	64
624	65
2886	66
2892	67
1476	68
2325	69
222	70
Confit	71
2955	72
411	73
1326	74
2169	75
681	76
1749	77
345	78
Sunset_(film)	79
2319	80
The_Price_(Angel)	81
1140	82
261	83
3012	84
Funeral	85
Dough	86
1908	87
Bruschetta	88
1197	89
3036	90
1059	91
951	92
3333	93
Lucky_Strike	94
426	95
1812	96
2646	97
1239	98
843	99
Toilet	100
2106	101
Lanterna	102
Duck_confit	103
753	104
2271	105
3540	106
1695	107
3579	108
3348	109
3363	110
36	111
897	112
1128	113
Dining_room	114
2451	115
Evil	116
330	117
Red_Eye_(2005_American_film)	118
1728	119
The_Out-of-Towners_(1970_film)	120
Nip/Tuck	121
1293	122
3570	123
3168	124
852	125
Disc_jockey	126
Business	127
2109	128
1350	129
2499	130
Cannibalism	131
2238	132
2775	133
3435	134
57	135
2304	136
3456	137
2766	138
2694	139
1257	140
Service_(album)	141
Domestic_worker	142
846	143
Patroon	144
414	145
984	146
2874	147
2187	148
2802	149
21	150
258	151
273	152
1524	153
Friends	154
585	155
837	156
3294	157
711	158
735	159
1917	160
189	161
1950	162
2601	163
3330	164
2292	165
2550	166
Penne_alla_vodka	167
1638	168
2787	169
1437	170
3120	171
Subculture	172
2529	173
420	174
2136	175
2604	176
1839	177
Dosa	178
600	179
207	180
1188	181
3201	182
126	183
Bread	184
294	185
Veal	186
45	187
Anti-Pasti	188
1557	189
141	190
807	191
1137	192
1680	193
2367	194
3468	195
3318	196
1278	197
3165	198
Pesto	199
3177	200
1710	201
489	202
1644	203
Ingredient	204
687	205
Grated_cheese	206
Bone	207
GOOD_Music	208
1959	209
2472	210
948	211
3492	212
957	213
Hotel_rating	214
Seasoning	215
1743	216
1041	217
999	218
Taste	219
2490	220
2901	221
Bathroom	222
1311	223
3219	224
Vegetable	225
Caviar	226
3471	227
Hanger_steak	228
One_(U2_song)	229
Death	230
2034	231
2700	232
1791	233
1500	234
2814	235
Bread_pudding	236
5_Years_from_Now	237
2715	238
2346	239
1464	240
Sake	241
Space	242
2019	243
Greeting_card	244
2757	245
1782	246
Fish_and_chips	247
2313	248
2094	249
Shark_liver_oil	250
2964	251
1461	252
1857	253
Arrest_warrant	254
Balsamic_vinegar	255
Thai_people	256
252	257
Super_Fresh	258
1374	259
2370	260
1296	261
2721	262
2079	263
1623	264
Old_World	265
Beef	266
1566	267
Play_(theatre)	268
Popcorn	269
771	270
552	271
2931	272
Flour	273
Chicken_as_food	274
3306	275
3360	276
2751	277
1716	278
1737	279
Vinegar	280
Middle_English	281
Fresh_water	282
Lonk	283
234	284
3243	285
2097	286
1308	287
648	288
3486	289
1413	290
1893	291
1974	292
1383	293
2016	294
Rapping	295
Sapphire	296
3111	297
1941	298
885	299
1458	300
1173	301
1098	302
756	303
Barbecue_grill	304
1929	305
1431	306
In_My_Life	307
2505	308
Beautiful_People_(UK_TV_series)	309
Treehouse_of_Horror_VII	310
1359	311
Definiteness	312
1881	313
357	314
Ambient_music	315
2943	316
366	317
Authentication	318
666	319
New_York_City	320
Udon	321
2583	322
3465	323
633	324
1353	325
2064	326
3234	327
Lamb_and_mutton	328
2487	329
2895	330
Furniture	331
498	332
Social_group	333
1947	334
3429	335
USS_Weehawken_(1862)	336
3096	337
Squid_as_food	338
Turnip_cake	339
Diamond	340
3093	341
1377	342
2379	343
1551	344
1425	345
174	346
3510	347
Booting	348
1062	349
1290	350
2301	351
1116	352
Family	353
2658	354
1467	355
Trattoria	356
2397	357
3066	358
2073	359
3459	360
2796	361
Diminutive	362
1104	363
Restaurant	364
75	365
Out_of_This_World_(TV_series)	366
2970	367
2400	368
Onion	369
1569	370
504	371
2829	372
909	373
Allergy	374
3024	375
1254	376
3030	377
3210	378
Bun	379
3453	380
279	381
2043	382
Scallop	383
291	384
3240	385
1176	386
603	387
Parmigiano-Reggiano	388
87	389
2868	390
Everytime	391
1587	392
3438	393
1992	394
Now_(UK_magazine)	395
3015	396
2415	397
2385	398
2418	399
Caesar_salad	400
I_Was_Here_(song)	401
1029	402
2454	403
Gemstone	404
1089	405
Volare_(song)	406
639	407
Dessert	408
1299	409
621	410
2439	411
2616	412
2634	413
1704	414
1989	415
Last_call_(bar_term)	416
Rice	417
2913	418
3300	419
Romanticism	420
762	421
702	422
348	423
1272	424
3480	425
Nightclub	426
Service_(systems_architecture)	427
159	428
3195	429
3516	430
Product_(business)	431
3249	432
Grilling	433
Statue_of_Liberty	434
567	435
Seafood	436
Conversation	437
2160	438
555	439
Atmosphere	440
2268	441
2982	442
642	443
1314	444
Real_(hypermarket)	445
873	446
1026	447
3207	448
1734	449
2178	450
1422	451
Intimate_relationship	452
2148	453
3126	454
717	455
2031	456
2799	457
3123	458
3393	459
3255	460
1485	461
2436	462
1131	463
732	464
Clean_technology	465
363	466
888	467
2577	468
1650	469
Kebab	470
1320	471
Reading_(process)	472
1518	473
2994	474
Cheeseburger	475
1035	476
French_fries	477
3192	478
90	479
Roe	480
Romance_(love)	481
3147	482
2331	483
1212	484
1797	485
2100	486
2376	487
2463	488
3423	489
East_Village,_Manhattan	490
2805	491
612	492
Taiwanese_cuisine	493
2229	494
2166	495
1008	496
2283	497
Personality_psychology	498
2154	499
2406	500
1977	501
2259	502
Cigar_bar	503
2673	504
Radiohead	505
1362	506
1590	507
288	508
1512	509
1626	510
3078	511
708	512
Bread_roll	513
798	514
1086	515
To_Die_For	516
33	517
801	518
747	519
132	520
2172	521
3153	522
789	523
3039	524
3090	525
3108	526
Sardine	527
825	528
1236	529
Carole_King	530
1077	531
2781	532
306	533
Base_transceiver_station	534
Italian_Americans	535
Lunch	536
1347	537
150	538
2871	539
Chocolate	540
42	541
Martini_(cocktail)	542
Wrongdoing	543
Scampi	544
855	545
387	546
1119	547
804	548
1965	549
2007	550
3150	551
3384	552
2478	553
Fat	554
1842	555
2667	556
Sidewalk	557
2784	558
3045	559
2310	560
192	561
483	562
2613	563
2256	564
3312	565
3141	566
Tagliatelle	567
1233	568
1995	569
3273	570
780	571
1527	572
3537	573
2223	574
1110	575
396	576
2697	577
With_a_Smile_(Eraserheads_song)	578
Off-flavour	579
